index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024,Smogon_VGC_Usage_2014,Smogon_VGC_Usage_2015,Smogon_VGC_Usage_2016,Smogon_VGC_Usage_2017,Smogon_VGC_Usage_2018,Smogon_VGC_Usage_2019,Smogon_VGC_Usage_2020,Smogon_VGC_Usage_2021,Worlds_VGC_Usage_2024_Numeric
600,klang,steel,No_type,plus,minus,clear-body,60,80,95,70,85,50,440,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00026,0.00969,NoUsage,NoUsage,NoUsage,0.02134,0.0,
601,klinklang,steel,No_type,plus,minus,clear-body,60,100,115,70,85,90,520,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00582,0.01416,NoUsage,1e-05,0.0,0.1305,0.00418,
602,tynamo,electric,No_type,levitate,No_ability,None ,35,55,40,45,40,60,275,False,False,generation-v,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
603,eelektrik,electric,No_type,levitate,No_ability,None ,65,85,70,75,70,40,405,False,False,generation-v,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,4e-05,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
604,eelektross,electric,No_type,levitate,No_ability,None ,85,115,80,105,80,50,515,False,False,generation-v,NoUsage,0.06318,0.00403,NoUsage,NoUsage,NoUsage,NoUsage,0.03955,0.03197,NoUsage,0.06823,1e-05,NoUsage,NoUsage,
605,elgyem,psychic,No_type,telepathy,synchronize,analytic,55,55,55,85,55,30,335,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
606,beheeyem,psychic,No_type,telepathy,synchronize,analytic,75,75,75,125,95,40,485,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00882,0.0,NoUsage,0.0,1e-05,0.03571,0.00367,
607,litwick,ghost,fire,flash-fire,flame-body,infiltrator,50,30,55,65,55,20,275,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
608,lampent,ghost,fire,flash-fire,flame-body,infiltrator,60,40,60,95,60,55,370,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.00041,0.0,NoUsage,NoUsage,0.0,0.00174,0.0,
609,chandelure,ghost,fire,flash-fire,flame-body,infiltrator,60,55,90,145,90,80,520,False,False,generation-v,0.10225,0.59007,0.08135,0.12,0.15,0.31,2.3538,1.03276,0.09981,NoUsage,0.01428,0.00054,5.44743,2.17489,0.31
610,axew,dragon,No_type,rivalry,mold-breaker,unnerve,46,87,60,30,40,57,320,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,
611,fraxure,dragon,No_type,rivalry,mold-breaker,unnerve,66,117,70,40,50,67,410,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
612,haxorus,dragon,No_type,rivalry,mold-breaker,unnerve,76,147,90,60,70,97,540,False,False,generation-v,0.07952,0.03509,0.01502,NoUsage,NoUsage,NoUsage,0.15538,0.02644,0.06806,NoUsage,0.00031,0.00022,0.95588,0.00212,
613,cubchoo,ice,No_type,snow-cloak,slush-rush,rattled,55,70,40,60,40,40,305,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
614,beartic,ice,No_type,snow-cloak,slush-rush,swift-swim,95,130,80,70,80,50,505,False,False,generation-v,0.00142,0.06871,0.00493,0.06,NoUsage,NoUsage,0.00418,0.01873,3e-05,NoUsage,0.00015,0.0,0.09714,0.01628,
615,cryogonal,ice,No_type,levitate,No_ability,None ,80,50,50,95,135,105,515,False,False,generation-v,0.0,0.0,0.00959,NoUsage,NoUsage,0.09,0.02251,0.00163,0.0,NoUsage,3e-05,0.0,NoUsage,0.00781,0.09
616,shelmet,bug,No_type,hydration,shell-armor,overcoat,50,40,85,40,65,25,305,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,
617,accelgor,bug,No_type,hydration,sticky-hold,unburden,80,70,40,100,60,145,495,False,False,generation-v,0.02835,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.03563,0.03754,0.00322,NoUsage,0.03954,2.19103,0.19261,0.03148,
618,stunfisk,ground,electric,static,limber,sand-veil,109,66,84,81,99,32,471,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00118,0.00526,0.0093,NoUsage,0.0,4e-05,NoUsage,0.00015,
618,stunfisk-galar,ground,steel,mimicry,No_ability,None ,109,81,99,66,84,32,471,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00166,0.0,
619,mienfoo,fighting,No_type,inner-focus,regenerator,reckless,45,85,50,55,50,65,350,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
620,mienshao,fighting,No_type,inner-focus,regenerator,reckless,65,125,60,95,60,105,510,False,False,generation-v,0.48225,0.14468,0.09754,0.06,NoUsage,0.05,0.63393,0.33363,0.34086,NoUsage,0.02544,0.17731,NoUsage,0.90432,0.05
621,druddigon,dragon,No_type,rough-skin,sheer-force,mold-breaker,77,120,90,60,90,48,485,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00044,0.01078,0.0,NoUsage,0.0,0.0,NoUsage,0.00011,
622,golett,ground,ghost,iron-fist,klutz,no-guard,59,74,50,35,50,35,303,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
623,golurk,ground,ghost,iron-fist,klutz,no-guard,89,124,80,55,80,55,483,False,False,generation-v,0.0,NoUsage,0.01272,NoUsage,NoUsage,0.05,0.074,0.01262,0.0,NoUsage,0.05415,9e-05,0.01236,0.00217,0.05
624,pawniard,dark,steel,defiant,inner-focus,pressure,45,85,70,40,40,60,340,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00011,
625,bisharp,dark,steel,defiant,inner-focus,pressure,65,125,100,60,70,70,490,False,False,generation-v,0.04871,0.046,0.00579,NoUsage,NoUsage,0.04,15.24979,6.74671,2.81615,NoUsage,4.04402,0.32827,1.0099,0.10868,0.04
626,bouffalant,normal,No_type,reckless,sap-sipper,soundproof,95,110,95,40,95,55,490,False,False,generation-v,6e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04318,0.0,NoUsage,0.00139,0.0,NoUsage,0.00296,
627,rufflet,normal,flying,keen-eye,sheer-force,hustle,70,83,50,37,50,60,350,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,6e-05,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00011,
628,braviary,normal,flying,keen-eye,sheer-force,defiant,100,123,75,57,75,80,510,False,False,generation-v,0.24137,0.06911,0.01614,NoUsage,NoUsage,0.22,NoUsage,0.90443,4e-05,0.67061,3.21761,0.14032,13.65864,0.02152,0.22
628,braviary-hisui,psychic,flying,keen-eye,sheer-force,tinted-lens,110,83,70,112,70,65,510,False,False,generation-v,NoUsage,0.21846,0.0097,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
629,vullaby,dark,flying,big-pecks,overcoat,weak-armor,70,55,75,45,65,60,370,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,0.0,0.0,
630,mandibuzz,dark,flying,big-pecks,overcoat,weak-armor,110,65,105,55,95,80,510,False,False,generation-v,0.01191,0.12325,0.01094,NoUsage,0.04,0.07,NoUsage,0.03046,0.00024,5.08381,0.84322,1.18202,1.44685,0.00701,0.07
631,heatmor,fire,No_type,gluttony,flash-fire,white-smoke,85,97,66,105,66,65,484,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0018,0.0,NoUsage,0.0,0.0,0.00043,1e-05,
632,durant,bug,steel,swarm,hustle,truant,58,109,112,48,48,109,484,False,False,generation-v,0.01686,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.01455,0.01533,0.0,NoUsage,0.0,0.00362,3.37342,0.20332,
633,deino,dark,dragon,hustle,No_ability,None ,52,65,50,45,50,38,300,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.00014,NoUsage,
634,zweilous,dark,dragon,hustle,No_ability,None ,72,85,70,65,70,58,420,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.00013,NoUsage,NoUsage,0.0,0.0,0.00706,1e-05,
635,hydreigon,dark,dragon,levitate,No_ability,None ,92,105,90,125,90,98,600,False,False,generation-v,0.38608,3.26093,0.05332,0.31,0.13,3.1,18.46874,3.96103,0.00783,NoUsage,0.23301,0.02826,5.53718,5.07836,3.1
636,larvesta,bug,fire,flame-body,No_ability,swarm,55,85,55,50,55,60,360,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
637,volcarona,bug,fire,flame-body,No_ability,swarm,85,60,65,135,105,100,550,False,False,generation-v,1.19954,9.58417,0.77955,0.41,0.9,10.12,NoUsage,7.57661,5.20119,NoUsage,1.71923,0.16336,NoUsage,1.67101,10.12
638,cobalion,steel,fighting,justified,No_ability,None ,91,90,129,90,72,108,580,True,False,generation-v,0.03244,NoUsage,0.03285,NoUsage,NoUsage,NoUsage,NoUsage,0.18738,5e-05,NoUsage,0.0002,0.06679,NoUsage,0.21267,
639,terrakion,rock,fighting,justified,No_ability,None ,91,129,90,72,90,108,580,True,False,generation-v,0.04564,NoUsage,0.95251,0.21,NoUsage,NoUsage,NoUsage,7.2719,2.62379,NoUsage,0.4825,0.05514,NoUsage,0.07936,
640,virizion,grass,fighting,justified,No_ability,None ,91,90,72,90,129,108,580,True,False,generation-v,0.00069,NoUsage,0.01153,NoUsage,NoUsage,NoUsage,NoUsage,2.85684,0.03712,NoUsage,0.00037,0.00032,NoUsage,0.011,
641,tornadus-incarnate,flying,No_type,prankster,No_ability,defiant,79,115,70,125,80,111,580,True,False,generation-v,16.68113,32.57582,26.15361,11.01,27.85,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
641,tornadus-therian,flying,No_type,regenerator,No_ability,None ,79,100,80,110,90,121,580,True,False,generation-v,0.0,0.02164,0.00933,NoUsage,NoUsage,NoUsage,NoUsage,0.05707,0.02708,NoUsage,0.003,0.00087,NoUsage,0.00525,
642,thundurus-incarnate,electric,flying,prankster,No_ability,defiant,79,115,70,125,80,111,580,True,False,generation-v,23.09388,10.21401,1.06003,27.44,0.76,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
642,thundurus-therian,electric,flying,volt-absorb,No_ability,None ,79,105,70,145,80,101,580,True,False,generation-v,0.24761,1.39905,0.17925,0.29,0.41,NoUsage,NoUsage,1.34493,0.02084,NoUsage,0.83584,0.07316,NoUsage,0.15272,
643,reshiram,dragon,fire,turboblaze,No_ability,None ,100,120,100,150,120,90,680,True,False,generation-v,0.93208,NoUsage,0.12528,3.53,NoUsage,NoUsage,NoUsage,NoUsage,0.01997,NoUsage,NoUsage,0.04612,NoUsage,0.86874,
644,zekrom,dragon,electric,teravolt,No_ability,None ,100,150,120,120,100,90,680,True,False,generation-v,0.79884,NoUsage,0.03156,0.12,NoUsage,NoUsage,NoUsage,NoUsage,0.03027,NoUsage,NoUsage,0.15291,NoUsage,0.11569,
645,landorus-incarnate,ground,flying,sand-force,No_ability,sheer-force,89,125,90,115,80,101,600,True,False,generation-v,0.21915,3.71531,17.08534,0.27,0.86,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
645,landorus-therian,ground,flying,intimidate,No_ability,None ,89,145,90,105,80,91,600,True,False,generation-v,17.76942,26.52714,4.23346,15.06,45.8,NoUsage,NoUsage,56.79604,4.22656,NoUsage,68.42808,10.95472,NoUsage,43.12743,
646,kyurem,dragon,ice,pressure,No_ability,None ,125,130,90,130,90,95,660,True,False,generation-v,8e-05,NoUsage,0.00046,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,0.0,NoUsage,0.01326,
646,kyurem-black,dragon,ice,teravolt,No_ability,None ,125,170,100,120,90,95,700,True,False,generation-v,0.05505,NoUsage,0.14599,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00683,NoUsage,NoUsage,0.05689,NoUsage,0.10183,
646,kyurem-white,dragon,ice,turboblaze,No_ability,None ,125,120,90,170,100,95,700,True,False,generation-v,2.31124,NoUsage,1.09887,1.8,NoUsage,NoUsage,NoUsage,NoUsage,1.6691,NoUsage,NoUsage,0.07698,NoUsage,3.61241,
647,keldeo-ordinary,water,fighting,justified,No_ability,None ,91,72,90,129,90,108,580,False,True,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
647,keldeo-resolute,water,fighting,justified,No_ability,None ,91,72,90,129,90,108,580,False,True,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
648,meloetta-aria,normal,psychic,serene-grace,No_ability,None ,100,77,77,128,128,90,600,False,True,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
648,meloetta-pirouette,normal,fighting,serene-grace,No_ability,None ,100,128,90,77,77,128,600,False,True,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
649,genesect,bug,steel,download,No_ability,None ,71,120,95,120,95,99,600,False,True,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
650,chespin,grass,No_type,overgrow,No_ability,bulletproof,56,61,65,48,45,38,313,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
651,quilladin,grass,No_type,overgrow,No_ability,bulletproof,61,78,95,56,58,57,405,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
652,chesnaught,grass,fighting,overgrow,No_ability,bulletproof,88,107,122,74,75,64,530,False,False,generation-vi,NoUsage,0.32165,0.01071,NoUsage,NoUsage,NoUsage,0.10432,0.02736,0.19091,NoUsage,0.03244,0.00916,NoUsage,NoUsage,
653,fennekin,fire,No_type,blaze,No_ability,magician,40,45,40,62,60,60,307,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
654,braixen,fire,No_type,blaze,No_ability,magician,59,59,58,90,70,73,409,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.00051,0.0,0.0,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
655,delphox,fire,psychic,blaze,No_ability,magician,75,69,72,114,100,104,534,False,False,generation-vi,NoUsage,0.04391,0.02155,NoUsage,0.06,3.12,0.13035,0.05306,0.00309,NoUsage,0.00118,1e-05,NoUsage,NoUsage,3.12
656,froakie,water,No_type,torrent,No_ability,protean,41,56,40,62,44,71,314,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,1e-05,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
657,frogadier,water,No_type,torrent,No_ability,protean,54,63,52,83,56,97,405,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,0.0,0.0,NoUsage,NoUsage,
658,greninja,water,dark,torrent,No_ability,protean,72,95,67,103,71,122,530,False,False,generation-vi,NoUsage,0.23,0.05375,NoUsage,NoUsage,0.09,5.30128,3.11485,1.38665,NoUsage,2.95357,0.02958,NoUsage,NoUsage,0.09
658,greninja-battle-bond,water,dark,battle-bond,No_ability,None ,72,95,67,103,71,122,530,False,False,generation-vi,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
658,greninja-ash,water,dark,battle-bond,No_ability,None ,72,145,67,153,71,132,640,False,False,generation-vi,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
659,bunnelby,normal,No_type,pickup,cheek-pouch,huge-power,38,36,38,32,36,57,237,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00073,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,
660,diggersby,normal,ground,pickup,cheek-pouch,huge-power,85,56,77,50,77,78,423,False,False,generation-vi,0.1213,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.07214,0.10652,0.0,NoUsage,0.00012,0.0,0.22361,0.09927,
661,fletchling,normal,flying,big-pecks,No_ability,gale-wings,45,50,43,40,38,62,278,False,False,generation-vi,0.0,1e-05,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,
662,fletchinder,fire,flying,flame-body,No_ability,gale-wings,62,73,55,56,52,84,382,False,False,generation-vi,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
663,talonflame,fire,flying,flame-body,No_ability,gale-wings,78,81,71,74,69,126,499,False,False,generation-vi,0.25896,12.80519,0.29476,0.71,0.19,6.33,28.95879,7.64266,14.23512,1.15503,0.03411,0.15051,NoUsage,0.43034,6.33
664,scatterbug,bug,No_type,shield-dust,compound-eyes,friend-guard,38,35,40,27,25,35,200,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
665,spewpa,bug,No_type,shed-skin,No_ability,friend-guard,45,22,60,27,30,29,213,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,0.05,0.00612,2e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.05
666,vivillon,bug,flying,shield-dust,compound-eyes,friend-guard,80,52,50,90,50,89,411,False,False,generation-vi,NoUsage,0.0,0.01279,NoUsage,NoUsage,NoUsage,0.02452,0.01948,0.0,NoUsage,0.00069,0.00128,NoUsage,NoUsage,
667,litleo,fire,normal,rivalry,unnerve,moxie,62,50,58,73,54,72,369,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
668,pyroar,fire,normal,rivalry,unnerve,moxie,86,68,72,109,66,106,507,False,False,generation-vi,NoUsage,0.0007,6e-05,NoUsage,NoUsage,NoUsage,0.97721,0.01206,0.00436,NoUsage,4e-05,0.0,NoUsage,NoUsage,
669,flabebe,fairy,No_type,flower-veil,No_ability,symbiosis,44,38,39,61,79,42,303,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
670,floette,fairy,No_type,flower-veil,No_ability,symbiosis,54,45,47,75,98,52,371,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,2e-05,0.0,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,
670,floette-eternal,fairy,No_type,flower-veil,No_ability,symbiosis,74,65,67,125,128,92,551,False,False,generation-vi,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
671,florges,fairy,No_type,flower-veil,No_ability,symbiosis,78,65,68,112,154,75,552,False,False,generation-vi,NoUsage,0.02937,0.054,NoUsage,NoUsage,NoUsage,0.05746,0.08831,0.09486,NoUsage,0.0,3e-05,NoUsage,NoUsage,
672,skiddo,grass,No_type,sap-sipper,No_ability,grass-pelt,66,65,48,62,57,52,350,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
673,gogoat,grass,No_type,sap-sipper,No_ability,grass-pelt,123,100,62,97,81,68,531,False,False,generation-vi,NoUsage,0.00044,0.00162,NoUsage,NoUsage,NoUsage,0.00561,0.02011,0.00461,NoUsage,0.0,0.0,NoUsage,NoUsage,
674,pancham,fighting,No_type,iron-fist,mold-breaker,scrappy,67,82,62,46,48,43,348,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00129,NoUsage,NoUsage,0.0,0.0,0.0,0.0,
675,pangoro,fighting,dark,iron-fist,mold-breaker,scrappy,95,124,78,69,71,58,495,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.092,0.02448,0.0,0.0,0.0,0.0,0.01697,0.00022,
676,furfrou,normal,No_type,fur-coat,No_ability,None ,75,80,60,65,90,102,472,False,False,generation-vi,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00716,0.00134,0.0,NoUsage,0.0,0.00095,NoUsage,NoUsage,
677,espurr,psychic,No_type,keen-eye,infiltrator,own-tempo,62,48,54,63,60,68,355,False,False,generation-vi,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.00029,NoUsage,
678,meowstic-male,psychic,No_type,keen-eye,infiltrator,prankster,74,48,76,83,81,104,466,False,False,generation-vi,0.07185,NoUsage,0.09186,NoUsage,NoUsage,0.11,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.11
678,meowstic-female,psychic,No_type,keen-eye,infiltrator,competitive,74,48,76,83,81,104,466,False,False,generation-vi,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
679,honedge,steel,ghost,no-guard,No_ability,None ,45,80,100,35,37,28,325,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
680,doublade,steel,ghost,no-guard,No_ability,None ,59,110,150,45,49,35,448,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00037,0.0175,0.00023,NoUsage,4e-05,0.00078,0.03216,0.0006,
681,aegislash-shield,steel,ghost,stance-change,No_ability,None ,60,50,140,50,140,60,500,False,False,generation-vi,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
681,aegislash,steel,ghost,stance-change,No_ability,None ,60,140,50,140,50,60,500,False,False,generation-vi,0.02956,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,31.91305,23.29968,1.63532,NoUsage,2.57526,0.20379,1.57587,0.05691,
682,spritzee,fairy,No_type,healer,No_ability,aroma-veil,78,52,60,63,65,23,341,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0031,0.0,
683,aromatisse,fairy,No_type,healer,No_ability,aroma-veil,101,72,72,99,89,29,462,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.43256,0.19256,0.21479,NoUsage,0.60408,6e-05,0.24817,0.04892,
684,swirlix,fairy,No_type,sweet-veil,No_ability,unburden,62,48,66,59,57,49,341,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00013,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,NoUsage,
685,slurpuff,fairy,No_type,sweet-veil,No_ability,unburden,82,80,86,85,75,72,480,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.27052,0.02835,0.03951,NoUsage,0.00109,0.00046,0.01886,0.00317,
686,inkay,dark,psychic,contrary,suction-cups,infiltrator,53,54,53,37,46,45,288,False,False,generation-vi,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,0.0,0.00046,0.0,0.0,
687,malamar,dark,psychic,contrary,suction-cups,infiltrator,86,92,88,68,75,73,482,False,False,generation-vi,0.02161,NoUsage,0.19024,NoUsage,NoUsage,0.09,0.39037,0.26115,9e-05,NoUsage,2.71465,0.01344,0.38396,0.1002,0.09
688,binacle,rock,water,tough-claws,sniper,pickpocket,42,52,67,39,56,50,306,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
689,barbaracle,rock,water,tough-claws,sniper,pickpocket,72,105,115,54,86,68,500,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00712,0.00496,0.0,NoUsage,0.00086,1e-05,0.03084,9e-05,
690,skrelp,poison,water,poison-point,poison-touch,adaptability,50,60,60,60,60,30,320,False,False,generation-vi,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
691,dragalge,poison,dragon,poison-point,poison-touch,adaptability,65,75,90,97,123,44,494,False,False,generation-vi,0.00147,0.04962,0.00892,NoUsage,0.09,NoUsage,0.2794,0.14845,4e-05,NoUsage,9e-05,0.01355,NoUsage,0.00681,
